# Omega_m                       Omega_b      neutrino_mass                   H0                       ns                          As                              w0                       wa
4.361629000000000200e-01 4.988937999999999706e-02 6.869854999999999712e-02 6.585596999999999923e+01 9.186773000000000300e-01 2.551011000000000177e-09 -1.010380000000000056e+00 -3.287970000000000059e-01
3.599439999999999862e-01 3.343991000000000324e-02 1.161620000000000014e-01 6.005693999999999733e+01 1.039473000000000091e+00 1.896633999999999925e-09 -8.881850999999999496e-01 -4.044650000000000190e-01
3.432332000000000161e-01 4.799022000000000010e-02 2.122532000000000030e-01 7.460303999999999292e+01 9.903292999999999680e-01 2.018962999999999948e-09 -8.338678000000000479e-01 -1.649297999999999875e-01
3.180398999999999865e-01 3.605495000000000227e-02 2.291352000000000111e-01 6.097489000000000203e+01 9.206562000000000356e-01 2.860767000000000116e-09 -8.208767999999999621e-01 1.630697999999999870e-01
2.833127999999999758e-01 3.381722999999999674e-02 1.370386000000000104e-01 7.781413000000000579e+01 9.427058999999999855e-01 2.267240000000000124e-09 -1.028378000000000014e+00 2.013037000000000021e-01
3.832729999999999748e-01 3.496189000000000241e-02 2.731530999999999820e-01 7.750330999999999904e+01 1.003918000000000088e+00 1.815172000000000068e-09 -9.443030000000000035e-01 -3.983674999999999855e-01
2.638585999999999987e-01 4.143651000000000278e-02 2.196524999999999866e-02 6.534614999999999441e+01 9.048019000000000478e-01 2.588878999999999948e-09 -1.152139999999999942e+00 -4.889955999999999747e-01
3.999597999999999764e-01 4.404646999999999729e-02 2.708689000000000235e-01 6.683760999999999797e+01 9.281220000000000026e-01 1.676998999999999991e-09 -9.597679999999999545e-01 -1.862914999999999988e-01
2.058209000000000011e-01 4.749007000000000228e-02 2.411123000000000016e-01 7.039301000000000386e+01 1.017527000000000070e+00 2.944421999999999864e-09 -9.953549000000000424e-01 -2.703707000000000193e-01
1.653235000000000121e-01 3.243988999999999900e-02 7.069681999999999356e-02 7.660667999999999722e+01 1.022820999999999980e+00 1.946900999999999872e-09 -8.911137999999999559e-01 9.346920000000000228e-02
2.655589999999999895e-01 3.507222000000000117e-02 2.629844000000000070e-01 6.888643000000000427e+01 9.581469000000000236e-01 1.785066000000000089e-09 -8.871978000000000364e-01 -3.747173000000000170e-02
4.080104999999999982e-01 4.491942000000000157e-02 3.483920000000000072e-02 6.133006999999999920e+01 9.081533999999999995e-01 2.164488000000000022e-09 -8.059739000000000209e-01 -5.965283000000000044e-03
4.398702999999999919e-01 3.818389999999999979e-02 8.781010999999999678e-02 7.813036999999999921e+01 9.512068999999999663e-01 1.356685999999999962e-09 -1.097614000000000090e+00 3.802790999999999810e-01
1.622323999999999988e-01 3.403116999999999948e-02 1.452005000000000101e-01 7.730347999999999331e+01 9.765036999999999745e-01 2.261894999999999870e-09 -9.825346000000000357e-01 -1.184663999999999995e-01
2.158422000000000118e-01 3.733049000000000089e-02 1.599693000000000087e-01 7.003736000000000672e+01 9.925445999999999991e-01 2.913615000000000180e-09 -9.531100000000000128e-01 -4.731233000000000244e-01
3.131638999999999950e-01 3.166337000000000318e-02 1.048315999999999970e-01 6.290511000000000053e+01 9.996979000000000282e-01 1.283257999999999954e-09 -8.655964999999999909e-01 2.887615000000000043e-01
3.049857000000000262e-01 4.996470000000000078e-02 1.128562000000000037e-01 6.838116999999999734e+01 9.672958000000000389e-01 1.967299000000000115e-09 -1.055039000000000060e+00 -4.490445000000000131e-01
1.878051000000000026e-01 4.174407000000000117e-02 8.937177999999999789e-02 7.029433000000000220e+01 9.938240999999999881e-01 1.317718000000000061e-09 -9.770721999999999463e-01 -3.780714000000000019e-01
1.912886000000000031e-01 4.063184000000000240e-02 2.018813000000000135e-01 7.875084999999999980e+01 1.036820999999999993e+00 2.428819999999999891e-09 -1.123097000000000012e+00 2.221454999999999957e-02
2.537002999999999897e-01 3.587665999999999772e-02 2.092447000000000057e-02 6.324645999999999901e+01 9.719077999999999884e-01 2.708769999999999942e-09 -9.606010999999999855e-01 2.803288999999999920e-01
3.829420000000000046e-01 4.209671999999999720e-02 2.975540999999999880e-01 6.935833999999999833e+01 9.961396999999999613e-01 1.730501999999999987e-09 -8.686298999999999548e-01 -3.652710000000000123e-01
2.183448000000000055e-01 4.041176999999999964e-02 7.212003999999999637e-02 7.080949999999999989e+01 9.307115000000000249e-01 2.543767999999999978e-09 -1.056151999999999980e+00 -1.295178999999999914e-01
2.243160999999999905e-01 4.948057000000000150e-02 2.390025000000000066e-01 6.414782999999999902e+01 9.689240999999999548e-01 2.953815000000000103e-09 -9.220572999999999686e-01 4.666599000000000164e-01
4.418085999999999958e-01 3.892666999999999655e-02 1.175973000000000018e-01 6.393144000000000204e+01 1.034391000000000060e+00 2.487246000000000036e-09 -9.992046999999999457e-01 -2.433093000000000061e-01
2.408624000000000043e-01 4.913378000000000190e-02 1.695655000000000079e-01 6.787199999999999989e+01 9.586909999999999599e-01 2.121046000000000205e-09 -9.939556999999999976e-01 2.340276999999999982e-02
1.859158999999999951e-01 3.456102999999999953e-02 2.834520999999999846e-01 6.279726000000000141e+01 9.159832999999999448e-01 1.613862999999999972e-09 -8.318303000000000225e-01 4.423098999999999781e-01
2.756391999999999731e-01 4.335702999999999779e-02 2.872084999999999777e-01 6.161748000000000047e+01 9.779605999999999577e-01 1.610009999999999903e-09 -9.182650999999999453e-01 8.300108000000000485e-02
3.988302000000000236e-01 4.440119000000000010e-02 2.914847999999999884e-01 7.253212000000000614e+01 9.879246000000000416e-01 1.684224000000000035e-09 -1.133337000000000039e+00 -4.156795999999999824e-01
2.695752000000000148e-01 4.960946000000000106e-02 6.424559000000000519e-02 6.027096000000000231e+01 9.135522999999999838e-01 2.128149000000000030e-09 -1.115410000000000013e+00 -1.718402999999999944e-02
2.201120000000000021e-01 3.929337000000000107e-02 2.991032000000000135e-01 6.846320000000000050e+01 9.161898000000000541e-01 2.382761000000000060e-09 -1.174584000000000072e+00 3.246660000000000101e-01
3.783852999999999800e-01 3.138209000000000137e-02 1.347508999999999990e-03 7.260286000000000683e+01 9.121291999999999733e-01 2.605753000000000152e-09 -1.004656999999999911e+00 3.566944000000000226e-01
3.961011999999999866e-01 4.732465999999999756e-02 1.961256999999999862e-01 7.753776000000000579e+01 1.027851000000000070e+00 2.104800000000000011e-09 -1.100292000000000048e+00 1.734879000000000004e-01
3.247540999999999900e-01 3.854915999999999898e-02 8.571040000000000603e-02 6.733261000000000251e+01 9.563627000000000100e-01 2.742840999999999917e-09 -1.039441000000000059e+00 -9.187169999999999712e-03
3.283344000000000262e-01 3.050227000000000147e-02 1.804060000000000108e-01 7.450793000000000177e+01 1.001417999999999919e+00 2.997962000000000075e-09 -8.926973000000000269e-01 2.654332999999999831e-01
2.023549000000000042e-01 3.853215000000000112e-02 2.984048999999999729e-01 7.616786000000000456e+01 9.304780999999999747e-01 2.573150999999999855e-09 -8.507215000000000193e-01 -8.882697000000000509e-02
2.281362999999999863e-01 3.325238999999999973e-02 1.247198999999999947e-01 6.285598000000000241e+01 1.013738999999999946e+00 1.843751000000000078e-09 -8.462534999999999918e-01 -3.688277999999999834e-01
3.714142999999999750e-01 4.372911000000000159e-02 8.349193000000000586e-02 6.335961000000000354e+01 9.363259000000000443e-01 1.990675999999999961e-09 -8.534197999999999507e-01 -4.802074000000000065e-01
4.156355999999999939e-01 4.771320999999999896e-02 1.926248000000000127e-01 6.043542999999999665e+01 9.359593999999999969e-01 2.009921999999999834e-09 -9.063312999999999509e-01 -4.593961999999999768e-01
2.045963000000000087e-01 3.556625000000000064e-02 1.589389999999999969e-01 7.581098000000000070e+01 9.382068999999999548e-01 1.459168999999999927e-09 -8.197628999999999611e-01 -2.248072999999999877e-01
2.234751000000000098e-01 3.567133000000000109e-02 5.394535000000000302e-02 6.421350999999999942e+01 9.118827000000000460e-01 1.830712999999999900e-09 -1.102921000000000040e+00 -1.309096999999999900e-01
2.785641999999999840e-01 4.744737000000000260e-02 2.221138000000000001e-01 6.878369999999999607e+01 9.180544999999999956e-01 1.377260999999999965e-09 -9.028085999999999611e-01 1.669144999999999934e-01
1.745661000000000018e-01 3.895736000000000337e-02 2.566975000000000229e-01 7.901788999999999419e+01 9.791568000000000493e-01 1.769276000000000085e-09 -1.058206999999999898e+00 -1.531274999999999997e-01
4.078389000000000042e-01 3.034024000000000096e-02 2.577776999999999985e-01 7.198041000000000622e+01 1.036359999999999948e+00 1.586319999999999957e-09 -1.190892999999999979e+00 -4.078257000000000132e-01
4.266222000000000070e-01 3.939468000000000136e-02 6.954498000000000624e-02 6.713326999999999600e+01 1.042240999999999973e+00 2.291051000000000178e-09 -9.628997000000000250e-01 -4.024288999999999783e-01
1.812402999999999931e-01 4.234277999999999653e-02 1.820596999999999910e-01 7.219773000000000707e+01 9.227353999999999834e-01 2.007023999999999996e-09 -1.012974999999999959e+00 -2.796873999999999749e-01
3.708743999999999930e-01 3.811284999999999673e-02 1.763897000000000104e-01 6.543756000000000483e+01 1.021519000000000066e+00 2.817654000000000122e-09 -9.739419000000000270e-01 1.079813000000000023e-01
2.141315000000000024e-01 4.071456999999999854e-02 1.684283000000000030e-01 6.705952000000000623e+01 9.942423000000000233e-01 1.951526000000000153e-09 -8.752119999999999900e-01 4.995307999999999971e-01
3.924909999999999788e-01 3.806381999999999821e-02 1.670994000000000090e-01 7.675870000000000459e+01 9.922288000000000219e-01 1.630939000000000048e-09 -1.126687999999999912e+00 -3.223490999999999995e-01
4.275128999999999735e-01 4.890147000000000244e-02 9.246411999999999687e-02 7.389624999999999488e+01 9.248543999999999654e-01 2.222099000000000104e-09 -8.428666000000000214e-01 4.325048000000000226e-01
4.228611999999999926e-01 3.542192000000000257e-02 1.862605999999999984e-02 6.765210999999999331e+01 9.455209999999999448e-01 2.439892000000000160e-09 -1.131850000000000023e+00 1.469718000000000135e-01
2.773879000000000206e-01 3.960034999999999944e-02 2.823519999999999919e-01 6.209971999999999781e+01 9.636981999999999493e-01 1.975789999999999854e-09 -1.189845999999999959e+00 -1.461880999999999875e-01
1.569859999999999867e-01 4.601306000000000146e-02 1.034719999999999945e-01 6.301024000000000314e+01 1.007333999999999952e+00 2.114975000000000133e-09 -1.099248000000000003e+00 6.297708999999999642e-04
4.316903999999999741e-01 3.263347999999999943e-02 9.146595000000000419e-02 7.598399000000000569e+01 9.339142999999999750e-01 2.228410000000000166e-09 -9.800862000000000185e-01 1.652240000000000097e-01
3.464022999999999963e-01 4.000225999999999782e-02 2.611630999999999814e-01 6.740752999999999417e+01 9.524181000000000452e-01 1.321864999999999964e-09 -8.093770000000000131e-01 1.367505999999999999e-01
3.115910000000000069e-01 4.029337000000000196e-02 6.791049999999999864e-02 6.555557000000000301e+01 1.025624000000000091e+00 2.464048000000000175e-09 -8.976946000000000092e-01 1.864065000000000027e-01
2.714898000000000033e-01 3.015148999999999954e-02 3.117730999999999888e-03 7.803638999999999726e+01 1.006321999999999939e+00 2.485352000000000125e-09 -1.046508999999999912e+00 4.159800000000000164e-01
2.343348000000000098e-01 4.230952000000000324e-02 1.731834000000000151e-02 7.655492999999999881e+01 1.040858999999999979e+00 1.354672999999999960e-09 -9.339821000000000373e-01 -1.876182999999999879e-01
2.808223000000000247e-01 4.738718000000000097e-02 1.911969000000000030e-01 6.867649000000000115e+01 9.597717999999999527e-01 2.824681000000000123e-09 -1.117266000000000092e+00 -1.449993999999999936e-02
3.764986000000000166e-01 4.863755000000000162e-02 3.708738000000000312e-02 7.330586999999999875e+01 9.252960999999999547e-01 2.256022000000000050e-09 -1.022048000000000068e+00 -2.087015000000000120e-01
1.944435999999999942e-01 4.665049999999999752e-02 2.667018999999999918e-01 6.066561999999999699e+01 1.019463999999999926e+00 1.293749000000000099e-09 -1.194558000000000009e+00 3.321871000000000129e-01
4.442492000000000107e-01 3.155977000000000088e-02 4.698661999999999977e-02 6.768017999999999290e+01 1.011692999999999953e+00 2.851954999999999795e-09 -8.820921000000000456e-01 4.498940000000000161e-01
4.484442000000000150e-01 4.982397999999999688e-02 1.547078000000000064e-01 6.342696999999999719e+01 9.678124999999999645e-01 2.349477999999999815e-09 -9.248536000000000534e-01 -4.950253999999999766e-02
2.993628999999999873e-01 3.597985000000000072e-02 2.440885999999999889e-01 6.401420000000000243e+01 9.050502999999999743e-01 2.188182000000000003e-09 -8.086685000000000123e-01 -4.105235999999999885e-01
1.893166000000000015e-01 4.360018000000000227e-02 2.210981999999999947e-01 7.725529000000000224e+01 1.018103999999999898e+00 2.096386000000000002e-09 -1.111976000000000075e+00 -1.747242999999999991e-01
2.443140000000000034e-01 4.484711000000000253e-02 2.198264000000000051e-01 6.947106999999999744e+01 1.043509999999999938e+00 1.427461999999999966e-09 -1.193163999999999891e+00 9.848008999999999583e-03
2.641595999999999944e-01 4.970729000000000120e-02 7.733579000000000148e-02 6.172986999999999824e+01 9.093881999999999799e-01 2.034757999999999892e-09 -8.804180000000000339e-01 2.556281000000000247e-01
1.677028999999999881e-01 4.910333000000000059e-02 1.062329999999999941e-01 7.824889000000000294e+01 1.007565000000000044e+00 1.442773000000000101e-09 -1.090403000000000011e+00 1.982856000000000063e-01
3.883801000000000059e-01 3.293403000000000302e-02 2.436301999999999912e-01 6.263192999999999699e+01 9.713618000000000530e-01 2.288243000000000077e-09 -1.041865999999999959e+00 1.954564000000000024e-01
2.982993999999999923e-01 3.200780999999999765e-02 2.315271000000000134e-01 6.512945000000000562e+01 9.699778999999999485e-01 1.961141000000000021e-09 -1.158050999999999942e+00 4.348201999999999900e-01
2.429436000000000095e-01 4.634026000000000117e-02 4.154240000000000016e-02 6.635048999999999353e+01 1.035447000000000006e+00 2.784142000000000083e-09 -9.234573999999999838e-01 1.419895999999999936e-01
2.879566000000000070e-01 3.356978000000000045e-02 1.908893000000000117e-01 6.412112000000000478e+01 9.606105999999999812e-01 1.462954000000000033e-09 -8.044008000000000269e-01 3.403642000000000126e-03
4.056054000000000048e-01 4.571872999999999909e-02 2.966841000000000061e-01 7.899926000000000670e+01 9.422468999999999983e-01 2.689146999999999834e-09 -1.050267000000000062e+00 3.834107999999999961e-01
2.948931000000000191e-01 3.633626000000000217e-02 3.212919000000000191e-02 6.479236000000000217e+01 1.038948999999999900e+00 2.672989999999999886e-09 -9.968837999999999866e-01 -2.456282999999999939e-01
1.553085999999999911e-01 3.312873999999999680e-02 2.039237999999999884e-01 6.532598000000000127e+01 9.291593999999999687e-01 2.654734999999999932e-09 -1.009131000000000000e+00 3.623263000000000178e-02
2.544895999999999825e-01 3.461762000000000172e-02 2.041454000000000046e-01 6.053911999999999694e+01 1.005190999999999946e+00 2.531746000000000038e-09 -8.143823999999999508e-01 -1.063214999999999993e-01
3.975954999999999906e-01 4.325893000000000099e-02 2.941103999999999941e-01 7.187323999999999558e+01 1.049122000000000110e+00 2.574958000000000157e-09 -1.034019999999999939e+00 3.825652999999999693e-02
3.637605999999999895e-01 3.834871000000000113e-02 2.890413000000000010e-01 6.489509999999999934e+01 9.271536999999999695e-01 2.307348000000000085e-09 -8.783009999999999984e-01 -3.097809000000000257e-01
2.164311999999999903e-01 4.804971000000000242e-02 1.527757999999999894e-01 6.963850999999999658e+01 1.027180999999999900e+00 2.538760000000000030e-09 -1.165005999999999986e+00 -3.559118000000000004e-01
3.416936999999999891e-01 3.374922000000000338e-02 2.773578999999999906e-01 6.696425999999999590e+01 1.026080000000000103e+00 2.165906999999999891e-09 -8.963634000000000324e-01 -3.473827000000000165e-02
3.394558999999999771e-01 4.690565000000000012e-02 2.334690000000000029e-02 6.083254999999999768e+01 9.479855000000000365e-01 2.866700000000000037e-09 -1.043268000000000084e+00 2.701810000000000045e-01
2.676360999999999879e-01 3.046056999999999931e-02 5.023393999999999776e-02 7.095159999999999911e+01 9.759351000000000553e-01 1.492885000000000062e-09 -1.082440000000000069e+00 1.534050000000000136e-01
3.363037999999999861e-01 3.306562999999999863e-02 2.234475999999999962e-01 6.993586000000000524e+01 1.034848999999999908e+00 2.633880999999999913e-09 -9.707365999999999495e-01 2.043576000000000004e-01
3.689946000000000059e-01 4.523479999999999862e-02 1.627621999999999958e-01 6.485560999999999865e+01 1.047363999999999962e+00 2.371127000000000140e-09 -1.031433999999999962e+00 -4.836501000000000272e-01
1.593982999999999928e-01 4.406697999999999865e-02 8.435378000000000320e-02 7.990955999999999904e+01 9.467763000000000151e-01 2.299776000000000062e-09 -1.017702000000000107e+00 -2.188424999999999954e-01
2.620543000000000178e-01 3.873813999999999730e-02 4.492648999999999948e-02 6.552076999999999884e+01 9.669514999999999638e-01 2.829932000000000191e-09 -9.468090999999999591e-01 4.797209000000000056e-01
2.320587000000000066e-01 4.312255999999999728e-02 6.497731999999999987e-03 7.632117999999999824e+01 9.883794999999999664e-01 2.144925000000000014e-09 -8.010159000000000029e-01 -2.409083000000000058e-02
2.813128999999999769e-01 3.269682000000000144e-02 2.772464999999999999e-02 7.235457999999999856e+01 9.918346999999999580e-01 2.061530999999999920e-09 -1.016680000000000028e+00 -3.759802999999999895e-01
3.742013000000000145e-01 4.876881999999999745e-02 2.284036000000000052e-02 6.593236000000000274e+01 9.661541999999999630e-01 2.737252000000000052e-09 -8.695585000000000120e-01 3.611486999999999892e-01
3.223750000000000226e-01 3.132108000000000114e-02 2.607042999999999999e-01 7.373909999999999343e+01 9.220302999999999694e-01 1.578088000000000062e-09 -1.156533000000000033e+00 -4.235401999999999778e-01
2.826061999999999741e-01 4.313940000000000136e-02 5.726320000000000021e-02 7.357604999999999507e+01 9.822663999999999840e-01 1.559958000000000043e-09 -9.260886000000000395e-01 -7.357751999999999348e-02
2.085307000000000133e-01 3.177831999999999879e-02 1.055250999999999967e-01 6.229460999999999871e+01 9.888846000000000025e-01 1.277089999999999981e-09 -1.094977000000000089e+00 2.943533999999999873e-01
2.459997999999999907e-01 4.775685999999999820e-02 2.843215000000000048e-01 7.956261000000000649e+01 9.096360000000000001e-01 1.777169000000000070e-09 -1.064230000000000009e+00 5.209387000000000045e-02
2.372808999999999890e-01 4.275734999999999952e-02 2.278142999999999974e-01 6.921822000000000230e+01 9.754601999999999995e-01 1.397942999999999957e-09 -1.112470999999999988e+00 -4.452804000000000206e-01
3.542192000000000118e-01 4.377426000000000234e-02 1.180968999999999942e-02 7.386360999999999422e+01 9.268874000000000279e-01 2.030583999999999861e-09 -8.594357000000000246e-01 4.946395000000000097e-01
3.035120000000000040e-01 3.514358000000000065e-02 4.210731999999999670e-02 7.515170999999999424e+01 1.008494999999999919e+00 1.761189000000000090e-09 -1.173032999999999992e+00 -6.420206999999999997e-02
1.515212999999999977e-01 3.865608000000000238e-02 1.608219999999999927e-01 7.745261999999999603e+01 9.732807999999999460e-01 1.341083999999999916e-09 -8.490554999999999630e-01 1.518733999999999917e-01
3.332119000000000053e-01 4.034428999999999793e-02 1.209943999999999950e-02 6.319942000000000348e+01 9.801326999999999678e-01 2.585240000000000060e-09 -8.153749000000000136e-01 2.261575000000000113e-01
3.610683000000000087e-01 4.092683999999999905e-02 1.360935000000000061e-01 7.041216000000000008e+01 9.853068000000000382e-01 2.628354999999999864e-09 -9.095805999999999614e-01 4.095542999999999823e-01
3.272032000000000274e-01 3.428102999999999706e-02 8.686639000000000166e-02 7.101636999999999489e+01 1.020291999999999977e+00 2.923579999999999948e-09 -9.623827000000000353e-01 -1.343644999999999978e-01
3.012528999999999901e-01 3.574808000000000152e-02 2.688439000000000245e-01 6.308223000000000269e+01 1.041260000000000074e+00 1.984146999999999890e-09 -9.411943999999999866e-01 4.502815000000000012e-01
2.665432999999999830e-01 4.018412999999999846e-02 1.086239999999999983e-01 7.973859000000000208e+01 9.762070999999999943e-01 1.872824000000000191e-09 -1.036804999999999977e+00 -9.989663999999999489e-02
2.039247999999999894e-01 3.076216000000000020e-02 1.734284000000000103e-01 6.496184999999999832e+01 9.517708000000000279e-01 1.862268999999999910e-09 -1.068594999999999962e+00 1.186418000000000056e-01
3.919518000000000169e-01 4.542113999999999874e-02 2.868438999999999850e-01 6.200403000000000020e+01 9.287984000000000240e-01 1.451885000000000100e-09 -1.186552000000000051e+00 1.242953999999999934e-02
1.720920999999999979e-01 3.470246999999999915e-02 7.627019999999999633e-02 7.012640000000000384e+01 9.827778999999999821e-01 1.914572000000000159e-09 -8.387350999999999557e-01 7.388796000000000253e-02
2.264480000000000104e-01 3.585010999999999753e-02 1.932174000000000114e-01 6.599079000000000406e+01 9.483038999999999774e-01 2.621726000000000176e-09 -1.176887999999999934e+00 -2.697010000000000240e-01
2.359179000000000137e-01 4.617353999999999903e-02 9.317738000000000409e-02 6.865958999999999435e+01 9.318851999999999691e-01 1.600519999999999970e-09 -1.160292000000000101e+00 3.432911000000000157e-01
3.260892000000000235e-01 4.432656000000000096e-02 3.317372999999999850e-02 7.834972000000000492e+01 9.444666999999999923e-01 2.902891000000000000e-09 -1.144687999999999928e+00 -3.391048999999999869e-01
3.523248999999999964e-01 4.715587000000000251e-02 1.974526000000000059e-02 7.532846999999999582e+01 9.811484000000000316e-01 2.880636000000000060e-09 -9.684150000000000258e-01 2.912476999999999983e-01
2.279789999999999872e-01 4.107112000000000263e-02 9.906770999999999980e-03 7.349939999999999429e+01 9.502298000000000133e-01 2.274618999999999836e-09 -8.846606999999999665e-01 -1.575709000000000137e-01
1.708270000000000066e-01 3.422395999999999772e-02 1.476660999999999946e-01 6.395810999999999780e+01 9.490648000000000417e-01 2.794608999999999815e-09 -9.196296999999999944e-01 -1.109760999999999942e-01
2.130999000000000088e-01 4.791816000000000131e-02 2.382299999999999973e-01 7.919923000000000002e+01 1.028440999999999939e+00 1.367066999999999990e-09 -9.758985999999999494e-01 -4.903584000000000276e-01
1.923517999999999895e-01 3.625902000000000291e-02 1.994618999999999975e-01 6.455248000000000275e+01 1.015736999999999890e+00 1.752139999999999907e-09 -1.025171999999999972e+00 -3.965948000000000251e-01
2.743741000000000096e-01 4.835277999999999798e-02 1.898769999999999902e-01 7.110229999999999961e+01 9.168005999999999656e-01 1.702448999999999939e-09 -1.180658999999999903e+00 -1.622068999999999872e-01
4.385453999999999741e-01 3.767899999999999722e-02 1.203988000000000003e-01 7.650992999999999711e+01 9.243038999999999561e-01 1.384555000000000085e-09 -1.170007000000000019e+00 4.257643999999999873e-01
2.569061000000000261e-01 3.185916999999999916e-02 2.370097999999999927e-01 6.610761999999999716e+01 9.413968000000000336e-01 1.414456000000000063e-09 -1.188908999999999994e+00 -6.954802999999999680e-02
2.437030000000000030e-01 3.868934999999999735e-02 1.257744000000000084e-01 7.077734999999999843e+01 9.841938999999999549e-01 2.419947999999999882e-09 -9.460079000000000127e-01 4.617129999999999845e-02
1.887402999999999997e-01 4.578067000000000247e-02 1.035678999999999940e-02 6.661271999999999593e+01 9.965948999999999502e-01 1.521733999999999907e-09 -1.090845999999999982e+00 -3.192111999999999727e-01
2.470738000000000101e-01 4.593942000000000164e-02 2.536726000000000258e-01 7.693927999999999656e+01 1.042847999999999997e+00 2.750848000000000053e-09 -8.268476999999999633e-01 -4.648998999999999771e-01
3.303686000000000123e-01 3.145823999999999843e-02 2.332721000000000100e-01 7.427576000000000533e+01 9.847141999999999840e-01 1.348443999999999981e-09 -8.793197999999999848e-01 -4.685404000000000235e-01
2.901624999999999899e-01 3.673389999999999989e-02 2.258880000000000055e-01 7.611907999999999674e+01 1.000030999999999892e+00 1.326499000000000012e-09 -1.083121999999999918e+00 2.970726000000000200e-01
3.344287000000000232e-01 3.662587999999999955e-02 2.426088000000000133e-01 7.142378999999999678e+01 9.784218000000000082e-01 2.133614000000000073e-09 -8.175335999999999714e-01 7.854318999999999884e-02
3.167009000000000074e-01 4.475171000000000010e-02 2.006767999999999885e-01 7.562362000000000251e+01 9.932144000000000528e-01 2.239919999999999850e-09 -1.135801999999999978e+00 -7.033121000000000511e-02
3.846026000000000167e-01 3.066593999999999917e-02 2.720963000000000132e-01 6.657896999999999821e+01 9.653323000000000320e-01 1.556237999999999977e-09 -1.119105999999999934e+00 4.737503000000000131e-01
3.731826999999999783e-01 4.516541999999999779e-02 1.746703000000000006e-01 7.016696000000000311e+01 9.275284000000000306e-01 2.319753000000000106e-09 -8.039549000000000278e-01 2.995926999999999965e-02
4.458012000000000086e-01 3.259077999999999975e-02 2.564282999999999840e-02 6.501587999999999568e+01 9.548345999999999778e-01 1.496785000000000017e-09 -8.376308000000000087e-01 8.761198000000000596e-02
4.376663000000000081e-01 3.000411999999999871e-02 2.935483999999999871e-01 6.758401999999999532e+01 9.978791000000000189e-01 1.626514999999999940e-09 -8.329607999999999457e-01 -2.110547999999999869e-01
3.144775000000000209e-01 4.164239000000000135e-02 2.639151000000000136e-01 7.211735000000000184e+01 1.031447999999999920e+00 2.243062000000000127e-09 -1.079889000000000099e+00 -3.360916999999999932e-01
4.305799000000000154e-01 4.170275999999999844e-02 1.311962000000000128e-01 6.365612000000000137e+01 9.950339000000000267e-01 1.853812999999999955e-09 -9.289231000000000016e-01 -1.148556000000000021e-01
3.650529000000000135e-01 3.068438000000000068e-02 2.110362000000000071e-01 7.434790999999999883e+01 1.026505000000000001e+00 1.507513999999999929e-09 -1.147620000000000084e+00 4.714607000000000103e-01
2.587456000000000200e-01 3.682557000000000191e-02 4.518612999999999796e-02 7.861329999999999529e+01 9.213997999999999911e-01 2.378198000000000104e-09 -1.105096999999999996e+00 3.092852999999999852e-01
2.700956999999999941e-01 3.094088000000000047e-02 2.248400000000000121e-01 6.114697000000000315e+01 1.044820000000000082e+00 2.812267000000000128e-09 -1.059056999999999915e+00 -1.955324999999999980e-01
1.711025999999999936e-01 4.010690000000000088e-02 1.396172999999999997e-01 7.512797000000000480e+01 9.330059000000000546e-01 1.749406999999999933e-09 -1.102025999999999950e+00 -2.319548999999999916e-01
2.310770000000000046e-01 4.667726999999999987e-02 1.831019999999999870e-01 7.394567999999999586e+01 1.003006000000000064e+00 2.235268000000000061e-09 -8.857954000000000105e-01 4.757150999999999741e-02
2.493296000000000123e-01 4.348040000000000238e-02 2.470706000000000013e-01 7.945801000000000158e+01 9.659100000000000463e-01 1.643202999999999997e-09 -9.298463999999999618e-01 -5.202100999999999947e-02
2.389589000000000019e-01 4.784701000000000232e-02 4.850325999999999943e-02 7.642571999999999832e+01 9.971149999999999736e-01 1.736501000000000061e-09 -8.447983999999999494e-01 -1.706420999999999910e-01
4.340024000000000104e-01 3.010842000000000032e-02 2.518605999999999900e-01 7.888706999999999425e+01 9.981413000000000091e-01 2.806733000000000010e-09 -1.148055000000000048e+00 8.467326000000000019e-02
1.754033999999999871e-01 3.188200000000000062e-02 1.308350000000000068e-01 7.289360999999999535e+01 9.613823000000000230e-01 2.326471000000000041e-09 -1.113437000000000010e+00 -8.378198000000000589e-02
2.688176999999999928e-01 3.971242999999999995e-02 1.271471999999999880e-01 6.688500000000000512e+01 9.472987999999999964e-01 2.725989000000000108e-09 -1.163939000000000057e+00 4.393144999999999967e-01
2.072688000000000030e-01 4.867061000000000304e-02 1.144007999999999969e-01 7.552107999999999777e+01 9.449043000000000303e-01 2.139721999999999945e-09 -1.197338000000000013e+00 3.495349999999999846e-01
2.727146999999999766e-01 4.056748999999999772e-02 1.226444000000000006e-01 6.180539999999999878e+01 9.431207999999999814e-01 1.336322000000000010e-09 -1.002906000000000075e+00 1.256604000000000054e-01
1.984505000000000019e-01 4.640836000000000267e-02 1.464631000000000127e-01 6.671832999999999458e+01 9.615051999999999488e-01 2.070393999999999954e-09 -1.126346000000000069e+00 4.590838999999999892e-01
3.209345000000000114e-01 3.414839000000000069e-02 1.779709999999999903e-01 6.816469999999999629e+01 9.200023000000000506e-01 1.803594000000000007e-09 -8.954739999999999922e-01 -1.486136999999999875e-01
2.005965000000000109e-01 3.722021999999999831e-02 6.358561999999999548e-02 6.908172000000000423e+01 1.018969000000000014e+00 2.470327999999999868e-09 -1.179462999999999928e+00 -5.516883999999999677e-02
